propertyCode,thumbnail,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,externalReference,parkingSpace
33893317,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/76/54/dc/270908999.webp,17,2,1100.0,"{'price': {'amount': 1100.0, 'currencySuffix': '€/mês'}}",flat,rent,47.0,1,1,Calçada da Boa Hora,Lisboa,Ajuda,Boa Hora,pt,,38.7026442,-9.192246,False,https://www.idealista.pt/imovel/33893317/,5747,"Apartamento composto por um quarto, uma sala, cozinha, casa-de-banho, hall de entrada e marquise. Está equipado com fogão a gás, esquentador, frigorífico e máquina de lavar loiça.  Fica localizado no coração da Ajuda, um tradicional bairro lisboeta, onde encontra todo o tipo de comércio (o supermercado mais próximo apenas a 1 minuto a pé da casa), diversos serviços, transportes públicos, escolas, farmácias, universidades, hospitais, espaços culturais e desportivos, restaurantes. Tudo isto, a uma curta distância do rio Tejo.  Licença de utilização nr. 151 de 23/06/1971, emitida pela C. M. L.",False,good,False,False,23.0,{'typology': 'flat'},"{'subtitle': 'Ajuda, Lisboa', 'title': 'Apartamento em Calçada da Boa Hora'}",False,False,False,False,False,False,,
33893413,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a2/92/f1/270915238.webp,29,4,2250.0,"{'price': {'amount': 2250.0, 'currencySuffix': '€/mês'}}",flat,rent,117.0,2,2,Laranjeiras,Lisboa,São Domingos de Benfica,Laranjeiras,pt,,38.7545541,-9.1725192,False,https://www.idealista.pt/imovel/33893413/,3244,"Apartamento T2 para Arrendar no Condomínio Páteo Central em São Domingos de Benfica. Espaçoso apartamento T2 disponível para arrendamento num fabuloso condomínio exclusivo com piscina, campo de ténis, parque infantil e segurança em São Domingos de Benfica. Situa-se num andar alto e oferece as condições para residir com todas as comodidades numa zona bem servida de transportes, serviços e acessos. O apartamento divide-se em cozinha totalmente equipada com zona de lavandaria, sala mobilada com varanda com vista para a piscina do condomínio, e zona privativa, separada da zona social, da qual faz parte um quarto e uma suite, ambos com roupeiros embutidos e mobilados, servidos por um WC completo extra, com banheira e bidé. Na garagem do edifício encontra um lugar de estacionamento e uma ótima arrecadação de 20 m2.  Os inquilinos podem usufruir das infraestruturas exclusivas do condomínio, sendo este um apartamento perfeito para uma família a mudar-se para Lisboa ou quem precisa de uma casa preparada para trabalhar remotamente. Venha visitar e viver com luxo numa das melhores zonas de Lisboa.",False,good,False,True,19.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,056240187,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
33893432,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/97/8d/b3/270914221.webp,9,1,1500.0,"{'price': {'amount': 1500.0, 'currencySuffix': '€/mês'}}",flat,rent,71.0,1,1,Marvila,Lisboa,Marvila,,pt,,38.7417928,-9.1057169,False,https://www.idealista.pt/imovel/33893432/,3251,"Apartamento para Arrendar com 1 quarto, com jardim comum, garagem e arrecadação em Marvila, Lisboa.  Empreendimento acabado de construir, trata-se de um projecto que utilizou os melhores materiais associado a um design moderno e acabamentos de luxo, somando o extraordinário jardim comum, áreas generosas, tornam este apartamento único na zona mais trendy da cidade de Lisboa. A luminosidade é outro forte deste apartamento, assim como cada um dos pormenores e detalhes únicos e pensados, especialmente, para trazer conforto aos futuros proprietários, como o som ambiente nas áreas sociais que funcionará por Bluetooth, acesso à internet com access points (via cabo) em toda a casa, mármore pardais nas casas de banho e chão de carvalho nos quartos, são apenas alguns dos exemplos. Este T1 situa-se no 1º andar do empreendimento. A cozinha é aberta para a sala, e está completamente equipada, dando uma dinâmica incrível ao apartamento. Depois temos um quarto com roupeiro e uma casa de banho completa. Trata-se de um condomínio completamente novo, constituído por 10 apartamentos, numa zona da cidade em franco crescimento. Muito bem servida de transportes públicos, junto ao parque das Nações.  [PT] A Boost Properties nasceu em 2018, em Cascais, desenvolvendo a sua actividade em todo o país. Desde o início, a Boost tem procurado sempre ser uma imobiliária diferente, com um conceito próprio. Com uma experiência própria muito anterior ao nascimento da BOOST, quisemos fazer diferente. Melhores experiências, melhores negócios e estabelecer boas relações. Somos e queremos ser uma agência imobiliária mais pequena, não por falta de ambição - porque essa não falta mas porque há uma dimensão exacta para se conseguir os melhores negócios para os clientes. As vantagens que nos podem trazer o volume de negócios estão longe de compensar as vantagens, para os clientes, de trabalhar com uma agência imobiliária flexível e dedicada como a Boost Properties. Pode fazer toda a diferença, num negócio, ser representado pela Boost. [EN] Boost Properties was born in 2018, in Cascais, developing its activity throughout the country. Since the beginning, Boost has always sought to be a different real estate company, with its own concept. With our own experience long before the birth of BOOST, we wanted to do something different. Better experiences, better business and establishing good relationships. We are and we want to be a smaller real estate agency, not for lack of ambition - because we have a lot but because there is an exact dimension to get the best deals for our customers. The advantages that volume of business can bring us far outweigh the advantages for clients of working with a flexible and dedicated real estate agency like Boost Properties. It can make all the difference, in a business, to be represented by Boost.",True,good,False,True,21.0,{'typology': 'flat'},"{'subtitle': 'Marvila, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
33893304,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/1e/3f/06/270908782.webp,57,bj,15000.0,"{'price': {'amount': 15000.0, 'currencySuffix': '€/mês'}}",flat,rent,738.0,5,5,Lapa,Lisboa,Estrela,Lapa,pt,,38.7043701,-9.165155,False,https://www.idealista.pt/imovel/33893304/,4113,"Apartamento Triplex charmoso no coração da Lapa com excelente vista rio e enorme jardim privativo de 933 m2. Dispõe de estacionamentos a poucos metros do edifício. Trata-se de um apartamento charmoso com áreas muito generosas onde se vive com espaço, vistas abertas com muita perspectiva para a parte mais larga do rio e muita qualidade de vida. O apartamento insere-se num edifício de traça antiga original renovado com 2 elevadores, situado numas das ruas mais prestigiadas mais calmas da Lapa. Esta zona prime da cidade é conhecida por reunir muitas embaixadas e residências de diplomatas. Composto por: - piso de entrada ao nivel do r/c com entrada independente pela rua com hall de entrada senhorial de 33 m2, 1 suite completa para visitas com sala, quarto, closet e casa de banho. Cozinha equipada Miele, despensa, quarto de empregadas grande, salinha e duas casa de banho de serviço. -piso inferior com acesso ao jardim, sala de apoio ao jardim, boa lavandaria / engomadoria, zona técnica, um lavabo e casa de apoio ao jardim com mais 77 m2. -piso superior (piso nobre) com grande hall / sala central, 2 salas de estar, 1 sala de jantar, escritório/ biblioteca, suite com casa de banho e closet, mais dois quartos e uma casa de banho. Zona de serviço com copa e salinha ligada por elevador de pratos à cozinha. Excelentes acabamentos clássicos de qualidade em muito bom estado de conservação. Pé- direito alto, azulejos antigos sec. XVIII originais, pinturas decorativas, soalhos de tábua corrida. Muito boa exposição solar. Aquecimento em todos os compartimentos. Nas proximidades encontramos todo o comercio, serviços, áreas verdes e equipamentos desportivos e de lazer, restauração, transportes e escolas internacionais. tel.",False,good,False,True,20.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
33893386,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/98/0d/b8/270913398.webp,44,1,2350.0,"{'price': {'amount': 2350.0, 'currencySuffix': '€/mês'}}",flat,rent,119.0,2,3,Alto do Lumiar - Quinta das Conchas - Quinta do Lambert,Lisboa,Lumiar,Alto do Lumiar - Quinta das Conchas - Quinta do Lambert,pt,,38.7709622,-9.1558228,False,https://www.idealista.pt/imovel/33893386/,3950,"*Este apartamento é arrendado todo mobilado e equipado. * Fantástico apartamento T2 para arrendamento no Lumiar em condomínio fechado com piscina interior, ginásio, segurança 24 horas e parque infantil ao ar livre. O condomínio foi construído em 2004 com acabamentos de qualidade e elevado bom gosto. Trata-se de um T2 bastante amplo, com áreas muito bem distribuídas por sala, 2 quartos, cozinha e 3 WCs.   Destacamos a sala retangular, com área para a criação de duas zonas de estar distintas, uma para lazer, outra para refeições. A sala não se esgota no interior, uma vez que é servida por uma varanda com caraterísticas de terraço, e que pode ser perfeitamente utilizada em todas as estações do ano. O apartamento está bem servido de espaço de arrumação, tem ar condicionado e aquecimento central e inclui ainda, 2 lugares de parqueamento bem posicionados um em frente ao outro e arrecadação.   O condomínio onde se insere situa-se numa das mais prestigiadas zonas do Lumiar, mesmo ao lado do Parque da Quinta das Conchas e dos Lilases.",False,good,False,True,20.0,{'typology': 'flat'},"{'subtitle': 'Lumiar, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,056240182,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
33892773,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/50/f9/a7/270888801.webp,18,3,1650.0,"{'price': {'amount': 1650.0, 'currencySuffix': '€/mês'}}",flat,rent,97.0,2,1,rua Correia Teles,Lisboa,Campo de Ourique,Centro,pt,,38.7211442,-9.1666723,False,https://www.idealista.pt/imovel/33892773/,2723,"T2 em Campo de Ourique 97m2 Sala de Estar Escritório Cozinha Equipada  2 Quartos Closet 1 Wc completo Apartamento ainda com inquilinos - Disponível a 1 Fev T2 remodelado, situado no coração de Campo de Ourique, um dos bairros mais procurados e centrais de Lisboa.  Sala de estar e cozinha com marquise e totalmente equipada. Dois quartos, um closet e um casa de banho completa. Dispõe ainda de um escritório, perfeito para quem trabalha em casa. Localizado no terceiro andar de um edifício sem elevador, o apartamento beneficia de uma orientação norte / sul, assegurando luminosidade durante todo o dia.  A zona tem estacionamento para residentes e excelentes acessos a transportes públicos, facilitando a mobilidade pela cidade. Este é o local ideal para quem procura viver num ambiente urbano com todas as comodidades à porta.",False,good,False,False,17.0,{'typology': 'flat'},"{'subtitle': 'Campo de Ourique, Lisboa', 'title': 'Apartamento na rua Correia Teles'}",True,False,False,False,False,False,,
33893290,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a7/c9/18/270906961.webp,26,4,2100.0,"{'price': {'amount': 2100.0, 'currencySuffix': '€/mês'}}",flat,rent,162.0,3,2,rua Virgílio Correia,Lisboa,São Domingos de Benfica,Laranjeiras,pt,,38.7514748,-9.1710636,False,https://www.idealista.pt/imovel/33893290/,2943,"CENTRO DAS LARANJEIRAS ***************DISPONIVEL A PARTIR DE 1 DE ABRIL************ *************POSSIBILIDADE DE ARRENDAR SEM MOBILIA******* Conforto é sem dúvida um dos grandes atributos deste fantástico apartamento localizado nas Laranjeiras, um dos bairros mais centrais da Cidade de Lisboa. A decoração com apontamentos de luxo, com linhas sóbrias de enorme bom gosto foi pensada ao detalhe para proporcionar aos futuros moradores uma vivência de conforto e bem estar. Todos os quartos possuem roupeiro. Possui duas varandas onde poderá usufruir do Sol e momentos de lazer. Os seus 134 m2 de área estão muito bem divididos e distribuídos da seguinte forma: Amplo Hall de Entrada Sala Comum com Lareira Cozinha Equipada e com zona de refeições 2 Quartos  1 Suite 2 Varandas Possui 1 lugar de estacionamento. Proximidades: Supermercados Pingo Doce e Lidl Farmácias Metro Laranjeiras Jardim Zoológico Loja do Cidadão Universidade Católica Embaixada dos EUA Embaixada do Brasil Hospital dos Lusíadas Hospital Santa Maria Hospital da Luz Centro Comercial Colombo O Aeroporto Lisboa fica apenas a 10 min de carro! Acesso rápido ao Eixo Norte Sul. Se procura um apartamento com boas áreas, com níveis de qualidade e conforto superior e pronto a habitar, contate-nos para uma visita.",False,good,False,True,13.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Apartamento na rua Virgílio Correia'}",True,False,False,False,False,False,121701109-1420,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
33893285,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/01/0f/8b/270905990.webp,18,1,1500.0,"{'price': {'amount': 1500.0, 'currencySuffix': '€/mês'}}",flat,rent,80.0,2,2,Estrada de Benfica,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,,38.7440783,-9.1766082,False,https://www.idealista.pt/imovel/33893285/,3047,"Apartamento T2 com 80 m2 de área bruta privativa, localizado em São Domingos de Benfica, Lisboa, junto ao Hospital da Cruz Vermelha. O apartamento, que foi totalmente renovado por um gabinete de arquitetura, é composto por dois quartos, sala de estar com acesso a uma varanda. Cozinha totalmente equipada. É arrendado totalmente mobilado. Localizado em zona privilegiada, oferece fácil acesso a transportes públicos, comércio local, escolas e outros serviços essenciais para o dia a dia. Esta a 5 minutos driving distance do Hospital dos Lusíadas, a 20 minutos do aeroporto de Lisboa e do centro da cidade.  Categoria Energética: D  ref: 85648.",False,good,False,False,19.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,85648,
33893222,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/86/6f/17/270903987.webp,24,1,1900.0,"{'price': {'amount': 1900.0, 'currencySuffix': '€/mês'}}",flat,rent,148.0,2,2,Doca de Alcântara,Lisboa,Estrela,Doca de Alcântara,pt,,38.7042651,-9.1725116,False,https://www.idealista.pt/imovel/33893222/,4460,"Apartamento com 2 quartos mais 1 interior, zona de jantar e terraço, renovado, para arrendar no centro de Lisboa.  O imóvel está localizado numa zona muito central, essencialmente residencial, estando muito bem servido de transportes públicos e comércio, o que permite a vida de bairro e a pé.  O apartamento foi recuperado recentemente, estando com uso mas em bom estado. Tem muita luz natural e um pequeno terraço, tornando-o muito confortável. Preserva muitas características e traça original, nomeadamente tectos altos, de madeira e azulejos do Século XIX na cozinha e casa de banho. Uma particularidade interessante deste apartamento é a grande dimensão da suite. O prédio não tem elevador e é totalmente residencial. A casa divide-se em: - Hall - Sala de estar e de jantar (zonas separadas com gaiola pombalina) - Cozinha equipada  - Suite de grandes dimensões com 2 closets e uma zona de arrecadação   - Quarto - Quarto interior/ escritório - 1 Casa de banho completa.",False,good,False,False,13.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,,
33893239,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/30/2d/58/270904991.webp,20,1,1650.0,"{'price': {'amount': 1650.0, 'currencySuffix': '€/mês'}}",flat,rent,68.0,2,2,Cais do Sodré - Santos,Lisboa,Misericórdia,Cais do Sodré - Santos,pt,,38.7091602,-9.1454221,False,https://www.idealista.pt/imovel/33893239/,3098,"TO BUY * T2 | LISBOA | MISERICÓRDIA + INFO -  T2  1º andar Prédio sem elevador 68 m2 Mobilado Sala Cozinha totalmente equipada 2 quarto 2 casas de banho completas CE: E REF: A154919 HL ApartamentoT2, com duas casas de banho completas, 68 m2 de área bruta, fica num primeiro andar sem elevador. É arrendado mobilado e com cozinha totalmente equipada. Entrada imediata. Excelente localização, no centro histórico da capital, onde encontra os mais diversos tipos de comércio, desde restaurantes, cafés, mercearias ou lojas de antiguidades, decoração e design. A 2 minutos a pé da Praça Luís de Camões no Chiado.",False,good,False,False,24.0,{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,A154919,
33893121,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/64/7a/75/270899775.webp,23,,1300.0,"{'price': {'amount': 1300.0, 'currencySuffix': '€/mês'}}",flat,rent,47.0,1,1,rua General Taborda,Lisboa,Campolide,Centro,pt,,38.7286404,-9.1663957,False,https://www.idealista.pt/imovel/33893121/,2254,"RESERVAS E PEDIDOS DE INFORMAÇÃO Para obter informações detalhadas e reservar online, clique abaixo do mapa em “Link Adicional”. TERMOS E CONDIÇÕES DE ALOJAMENTO: - Data de Disponibilidade: 11/02/2025 - Duração Mínima de Aluguer: 28 dias - Número Máximo de Hóspedes: 2 - Todas as Despesas Incluídas: Sim, para mais informações visite o site - Adicional:  - Animais de Estimação Não Permitido  - Fumadores Não Permitido DETALHES DA PROPRIEDADE Apartamento com 1 quarto, com área exterior  - Localização: Localizado on Campolide em Lisbon com uma variedade de opções de refeições, lojas essenciais e atividades para fazer, com fácil acesso aos transportes públicos. 1 quartos em Apartment com 1 casas de banho. Características  - Outdoor area  - Wi fi  - Bed linen and towels  - Oven  - Microwave  - Washing machine  - Dishwasher SOBRE A UNIPLACES O Seu Local de Confiança para Encontrar Casa Como uma plataforma online pioneira, a Uniplaces liga indivíduos, sejam estudantes, profissionais ou famílias, a uma variedade de alojamentos para arrendamento. O nosso compromisso vai para além das listagens - verificamos cada propriedade para garantir que cumpre os nossos rigorosos critérios de conforto e conveniência. Escolha a Uniplaces para uma jornada de arrendamento suave, fiável e com uma excelente relação qualidade-preço.",False,good,False,False,28.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Apartamento na rua General Taborda'}",False,False,False,False,False,False,750316,
33601210,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/9a/61/cf/253562053.webp,34,,2500.0,"{'price': {'amount': 2500.0, 'currencySuffix': '€/mês', 'priceDropInfo': {'formerPrice': 3500.0, 'priceDropValue': 1000, 'priceDropPercentage': 29}}}",flat,rent,80.0,3,1,Nova Campolide,Lisboa,Campolide,Nova Campolide,pt,,38.7325912,-9.1637944,False,https://www.idealista.pt/imovel/33601210/,1893,"RESERVAS E PEDIDOS DE INFORMAÇÃO Para obter informações detalhadas e reservar online, clique abaixo do mapa em “Link Adicional”. TERMOS E CONDIÇÕES DE ALOJAMENTO: - Data de Disponibilidade: 01/02/2025 - Duração Mínima de Aluguer: 150 dias - Número Máximo de Hóspedes: 3 - Todas as Despesas Incluídas: Não, para mais informações visite o site - Adicional:  - Animais de Estimação Não Permitido  - Fumadores Não Permitido DETALHES DA PROPRIEDADE Apartamento com 3 quartos, sala, e varanda  - Descrição da Propriedade na Uniplaces: Próximo Universidade Nova Lisboa  - Localização: Localizado on Campolide em Lisbon com uma variedade de opções de refeições, lojas essenciais e atividades para fazer, com fácil acesso aos transportes públicos. 3 quartos em Apartment com 1 casas de banho. Características  - Wi fi  - Air conditioning  - Outdoor area  - Bed linen and towels  - Oven SOBRE A UNIPLACES O Seu Local de Confiança para Encontrar Casa Como uma plataforma online pioneira, a Uniplaces liga indivíduos, sejam estudantes, profissionais ou famílias, a uma variedade de alojamentos para arrendamento. O nosso compromisso vai para além das listagens - verificamos cada propriedade para garantir que cumpre os nossos rigorosos critérios de conforto e conveniência. Escolha a Uniplaces para uma jornada de arrendamento suave, fiável e com uma excelente relação qualidade-preço.",False,good,False,False,31.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,723529,
33893069,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/6f/6e/e3/270898688.webp,19,,2200.0,"{'price': {'amount': 2200.0, 'currencySuffix': '€/mês'}}",flat,rent,97.0,1,2,Beato,Lisboa,Beato,,pt,,38.733861,-9.1064026,False,https://www.idealista.pt/imovel/33893069/,3165,"Magnífico Apartamento T1 no Beato Quarter Localizado no icónico Convento do Beato, em Marvila, este apartamento integra um exclusivo condomínio privado com 61 unidades distribuídas por cinco edifícios. Cada espaço foi cuidadosamente reabilitado, preservando as notáveis fachadas de arquitetura industrial, tão características da zona. Este deslumbrante apartamento distingue-se pelas suas paredes em tijolo clássico, que conferem um charme intemporal. Combina na perfeição história e modernidade, com eletrodomésticos de última geração, tecnologia inteligente e acabamentos luxuosos, oferecendo um conforto incomparável para quem procura um estilo de vida contemporâneo. O Beato é um bairro vibrante e em constante transformação, situado na zona oriental de Lisboa, junto ao Rio Tejo. Reconhecido pela sua herança industrial, o bairro tornou-se um centro de criatividade, inovação e cultura, atraindo uma comunidade jovem, diversificada e dinâmica. Venha descobrir o encanto único deste apartamento e de um dos bairros mais promissores de Lisboa! Licença de utilização: 000Beato/Lisboa.",True,good,False,,23.0,{'typology': 'flat'},"{'subtitle': 'Beato, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,KWPT-009606,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
30505697,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ab/54/87/123650889.webp,11,3,1550.0,"{'price': {'amount': 1550.0, 'currencySuffix': '€/mês'}}",flat,rent,140.0,3,2,rua Diogo Bernardes,Lisboa,Alvalade,Alvalade,pt,,38.7465775,-9.1437383,False,https://www.idealista.pt/imovel/30505697/,1074,"**Apartamento T3 para Arrendamento em Lisboa** Descobre este encantador apartamento T3 localizado numa zona residencial privilegiada, oferecendo uma localização central com excelentes acessos. Com uma área bruta de 140 m² e 120 m² úteis, este imóvel é ideal para quem procura conforto e conveniência. A poucos passos de escolas e transportes públicos, facilita o dia-a-dia de qualquer família. A cozinha está equipada com eletrodomésticos, pronta para inspirar os teus dotes culinários. Dois dos três quartos dispõem de armários embutidos, proporcionando amplo espaço de arrumação. O apartamento encontra-se no terceiro andar de um edifício sem elevador, garantindo Desfruta de momentos relaxantes na varanda, perfeitos para aproveitar o clima ameno de Lisboa. O imóvel está em bom estado pronto a habitar. Não percas esta oportunidade única e marca já a tua visita com George Knight, a tua imobiliária de confiança em Lisboa!",False,good,False,False,11.0,{'typology': 'flat'},"{'subtitle': 'Alvalade, Lisboa', 'title': 'Apartamento na rua Diogo Bernardes'}",False,False,False,False,False,False,JN012025A,
33524563,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/9d/48/c5/249995678.webp,10,6,1600.0,"{'price': {'amount': 1600.0, 'currencySuffix': '€/mês'}}",flat,rent,72.0,4,1,rua Cidade Vila Cabral,Lisboa,Olivais,,pt,,38.7657569,-9.1232911,False,https://www.idealista.pt/imovel/33524563/,3618,"Características do Apartamento Tipo: Apartamento espaçoso de três quartos com sala de estar, recém-renovado, limpo e bem iluminado, ideal para famílias ou moradia compartilhada. Cozinha: Equipado com eletrodomésticos básicos, incluindo geladeira, fogão e máquina de lavar roupa, atendendo às suas necessidades diárias de cozinha e limpeza. Ambiente: Design interior simples e prático, proporcionando uma experiência de moradia confortável. Condições de Aluguel: Necessário o pagamento de 2 meses de renda e 2 meses de caução, sem taxas ocultas. Infraestrutura Próxima Compras e Conveniência: A poucos passos de mercados, lojas de conveniência e quiosques, facilitando suas necessidades diárias. Saúde: Farmácias e clínicas próximas oferecem serviços médicos rápidos e acessíveis. Transportes e Acessos: Próximo a paradas de ônibus e estações de metrô, com várias opções de transporte e estacionamento conveniente nas proximidades. Outras Facilidades: Bancos, postos de gasolina, escolas e igrejas estão todos facilmente acessíveis, garantindo um ambiente de vida completo. Por que Escolher Este Apartamento? Espaço Amplo: Três quartos e uma sala de estar, perfeito para famílias ou acomodação compartilhada. Recém-Renovado: Um espaço de moradia fresco, limpo e com aparência de novo. Localização Privilegiada: Cercado por comodidades essenciais e excelentes conexões de transporte, tornando o dia a dia mais prático. Agende uma Visita Para mais informações ou para agendar uma visita, entre em contato conosco. O lar ideal está esperando por você – fale conosco hoje mesmo!",False,good,False,True,22.0,{'typology': 'flat'},"{'subtitle': 'Olivais, Lisboa', 'title': 'Apartamento na rua Cidade Vila Cabral'}",False,False,False,False,False,False,,
31355788,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/cc/6c/82/151905055.webp,14,5,1200.0,"{'price': {'amount': 1200.0, 'currencySuffix': '€/mês'}}",flat,rent,55.0,1,1,Expo Norte,Lisboa,Parque das Nações,Expo Norte,pt,,38.7916304,-9.0969619,False,https://www.idealista.pt/imovel/31355788/,7258,"T1 situado na zona norte do Parque das Nações, no empreendimento Parque do Rio. Virado a sul com grandes envidraçados e excelente luz natural. Quarto com roupeiro embutido, cozinha totalmente equipada, casa de banho completa, com sanitários suspensos. Vidros duplos. 1 lugar de estacionamento, 1 arrecadação. Disponivel a partir de 15 de Março 2025 e visitas podem ser agendadas já. As fotografias disponibilizadas não correspondem ao apartamento em questão, mas a outro muito similar. Não tem varanda. Muito próximo do colégio Pedro Arrupe e do Pingo Doce. MARQUE JÁ A SUA VISITA.",False,good,False,True,22.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}"
33892496,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/93/5f/06/270870802.webp,82,3,2060.0,"{'price': {'amount': 2060.0, 'currencySuffix': '€/mês'}}",flat,rent,50.0,2,2,rua do Diário de Notícias,Lisboa,Misericórdia,Bairro Alto,pt,,38.7125349,-9.1459996,False,https://www.idealista.pt/imovel/33892496/,2729,"No 3. andar de um prédio totalmente remodelado. Apartamento com 2 quartos, com Ar Condicionado em cada, janelas anti barulho, e eficiência energética A++ Cada quarto tem secretária e roupeiro. Sala de estar com Tv e sofá. Cozinha equipada com placa elétrica, micro ondas e máquina de lavar loiça. Frigorifico, etc. Loiças e utensílios básicos para 4 pessoas. No centro da cidade a 2 min do Largo do Chiado, o coração de Lisboa. Situado na Rua Diário de Notícias no coração do Bairro Alto. Abertura de porta com código ou por app pela internet. Um dos quartos em suite.  Valor da renda tem todas as despesas incluídas com limites.  Inclui Água, Electricidade e Internet. Valor com limite de uso (paga o excedente do limite mensal) Varanda com vista para a zona do Bairro Alto e Chiado.",True,good,False,False,41.0,{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Apartamento na rua do Diário de Notícias'}",True,False,False,False,False,False,,
33892832,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/29/10/bf/270888664.webp,13,2,1250.0,"{'price': {'amount': 1250.0, 'currencySuffix': '€/mês'}}",flat,rent,65.0,1,1,rua de Santa Marta,Lisboa,Santo António,Av. da Liberdade - Marquês de Pombal,pt,,38.7202533,-9.145333,False,https://www.idealista.pt/imovel/33892832/,1870,"Apartamento T1+ 1 situado na Rua de Santa Marta, junto à Avenida da Liberdade e a escassos minutos da rotunda do marquês de pombal. Perto de todo o tipo de comércio, serviços e transportes. O apartamento está totalmente mobilado e a cozinha está equipada com forno, termoacumulador, placa, frigorífico, e máquina de lavar roupa. Despesas não incluídas Renda nos primeiros 6 meses: 1250€, renda nos meses subsequentes: 1350€ Condições de arrendamento: 1 caução e a renda do mês respetivo caso tenha fiador português ou 2 cauções e a renda do mês respetivo caso NÃO tenha fiador português. Para mais informações ou agendar uma visita, por favor contacte.",False,good,False,False,19.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Apartamento na rua de Santa Marta'}",False,False,False,False,False,False,,
