propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,change,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,savedAd,notes,topNewDevelopment,topPlus,parkingSpace,neighborhood
34030020,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/c1/31/df/277276149.webp,124151169-121,31,1,1600.0,"{'price': {'amount': 1600.0, 'currencySuffix': '€/mês'}}",flat,rent,80.0,2,2,travessa Santo António a Belém,Lisboa,Belém,Centro,pt,38.7060273,-9.2044699,False,https://www.idealista.pt/imovel/34030020/,"T2 Duplex | Totalmente Mobiliado e Equipado | Junto à Igreja da Memória - Belém   A nossa equipa apresenta-lhe este fantástico apartamento T2 Duplex para arrendamento, localizado na prestigiada zona de Belém, junto à histórica Igreja da Memória. Este apartamento oferece uma combinação perfeita de conforto moderno e charme histórico, totalmente mobiliado e equipado para proporcionar uma experiência de vida prática e elegante.   No piso inferior, o apartamento dispõe de uma sala comum acolhedora e luminosa, decorada com bom gosto, que se abre para uma cozinha moderna e totalmente equipada. Este piso também conta com uma casa de banho social, oferecendo conveniência adicional.   No piso superior, encontram-se dois quartos confortáveis, ambos decorados com atenção aos detalhes e prontos para proporcionar uma boa noite de descanso. A casa de banho completa no andar superior é elegante e funcional, atendendo às necessidades do dia a dia.   A localização privilegiada deste apartamento em Belém coloca-o perto de uma ampla variedade de comércio e serviços, desde supermercados e restaurantes até lojas locais e cafés encantadores. Além disso, a área é conhecida por suas atrações turísticas, como o Mosteiro dos Jerónimos, a Torre de Belém e os famosos pastéis de nata, tornando esta uma opção ideal para quem deseja viver numa das zonas mais culturais e vibrantes de Lisboa.   Não perca a oportunidade de viver numa das áreas mais desejadas da cidade. Agende uma visita e descubra todo o conforto e conveniência que este apartamento T2 Duplex em Belém tem para oferecer.   JUNTOS POR UMA CASA. A SUA! Licença de Utilização - Anterior a 1951.",False,good,False,False,20.0,{},{'typology': 'flat'},"{'subtitle': 'Belém, Lisboa', 'title': 'Apartamento na travessa Santo António a Belém'}",False,False,False,False,{},[],False,False,,
34009485,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/2b/55/b6/276422543.webp,,24,8,1100.0,"{'price': {'amount': 1100.0, 'currencySuffix': '€/mês'}}",flat,rent,49.0,1,1,"rua da Bela Vista à Graça, 27",Lisboa,São Vicente,Santa Engrácia,pt,38.718479,-9.1243968,True,https://www.idealista.pt/imovel/34009485/,"Bem Vindo a este T1 com garagem e arrecadação em condomínio privado, na Graça,  Descubra este apartamento de 49m², situado no oitavo andar de um edifício moderno com elevador. Com uma sala de estar acolhedora e uma cozinha aberta totalmente equipada, este espaço é perfeito para quem valoriza conforto e praticidade.  O quarto com armários e casa de banho. Inclui ainda um lugar de garagem e uma arrecadação, oferecendo comodidade adicional. Construído em 1996, este apartamento encontra-se em excelente estado de conservação e beneficia de aquecimento elétrico, garantindo conforto térmico durante todo o ano.  A localização privilegiada proporciona fácil acesso a transportes e serviços, tornando-o uma escolha ideal para quem procura um estilo de vida urbano e dinâmico.  49m2 Sala de estar Cozinha aberta equipada 1 Quarto 1 casa de banho 1 Lugar Garagem Arrecadação.",False,good,False,True,22.0,{},{'typology': 'flat'},"{'subtitle': 'São Vicente, Lisboa', 'title': 'Apartamento na rua da Bela Vista à Graça, 27'}",True,False,False,False,{},[],False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
34029522,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/7e/44/72/277267254.webp,C0506-00376,14,,1950.0,"{'price': {'amount': 1950.0, 'currencySuffix': '€/mês'}}",flat,rent,107.0,3,2,"rua Acácio de Paiva, 5",Lisboa,Alvalade,São João de Brito,pt,38.7550715,-9.1429079,True,https://www.idealista.pt/imovel/34029522/,"Apartamento T3+1 com Terraço, Varanda e Elevador Espaçoso e moderno apartamento T3+1, perfeito para quem procura conforto e qualidade de vida. Localizado no emblemático Bairro de Alvalade, junto à Avenida da Igreja, este imóvel combina elegância, funcionalidade e espaços amplos para toda a família. Aqui encontra todos os serviços, supermercados, comércio tradicional, esplanadas, restaurantes e o Mercado de Alvalade. Além disso, pode usufruir dos espaços verdes e instalações desportivas do Inatel. A localização é privilegiada, a apenas 5 minutos a pé do metro de Alvalade e de diversas opções de transporte público. Principais Características: T3+1: Três quartos bem iluminados, e um quarto extra que pode ser usado como escritório ou sala de lazer. Terraço Privativo: Um amplo terraço ideal para momentos de lazer, refeições ao ar livre ou mesmo para criar um jardim urbano. Varanda: Vista desafogada e excelente exposição solar, trazendo luminosidade natural ao imóvel. Sala de Estar e Jantar: Espaço integrado e moderno, com acesso direto à varanda. Cozinha Equipada: Totalmente equipada com placa, forno, frigorífico, máquina de lavar roupa, máquina de lavar loiça, exaustor e termoacumulador. Conforto Garantido: Equipado com ar condicionado. Acabamentos de Qualidade: Materiais premium que garantem sofisticação e durabilidade. Edifício com Elevador: Para maior comodidade e acessibilidade.",False,good,False,True,18.0,{},{'typology': 'flat'},"{'subtitle': 'Alvalade, Lisboa', 'title': 'Apartamento na rua Acácio de Paiva, 5'}",False,False,False,False,{},[],False,False,,
34029392,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/9d/96/7a/277257672.webp,124521035-226,20,2,1100.0,"{'price': {'amount': 1100.0, 'currencySuffix': '€/mês'}}",flat,rent,66.0,2,1,travessa do Açougue,Lisboa,São Vicente,São Vicente de Fora,pt,38.7131148,-9.1297459,False,https://www.idealista.pt/imovel/34029392/,"Apartamento T2 para arrendamento Apresentamos este luminoso apartamento, sito na Rua de Leite Vasconcelos, no coração de Lisboa. É composto por: Um amplo corredor Uma cozinha equipada com exaustor e termoacumulador Dois quartos (um com roupeiro embutido) Uma sala Uma casa de banho (com banheira). Um dos quartos, sala e cozinha têm acesso a uma varanda comum.   Está inserido num 2º andar de um prédio com 2 elevadores. Muito próximo de transportes públicos: Autocarros da Carris; A 300m da Estação de Comboios/Metro de Santa Apolónia. Junto a comércio e serviços locais (cafés, restaurantes, minimercado, supermercado, farmácia, CTT, museus, Panteão Nacional, Feira da Ladra, entre outros pontos de interesse turístico). Não perca esta oportunidade e marque já a sua visita!.. . We present this bright apartment, located on Rua de Leite Vasconcelos, in the heart of Lisbon. It's composed by: a wide corridorA kitchen equipped with an extractor hood and water heaterTwo bedrooms (one with built-in wardrobe)A roomA bathroom (with bathtub). One of the bedrooms, living room and kitchen have access to a common balcony.   It is located on the 1st floor of a building with 2 elevators. Very close to public transport: Carris buses; 300m from Santa Apolónia Train/Metro Station. Along with local shops and services (Cafés, restaurants, minimarket, supermarket, pharmacy, CTT, museums, Panteão Nacional, Feira da Ladra, among other points of tourist interest). Do not miss this opportunity and book your visit now!.. . Nous vous présentons cet appartement lumineux, situé sur la Rua de Leite Vasconcelos, au cœur de Lisbonne. Il est composé de: un large couloirUne cuisine équipée, d'une hotte aspirante et d'un chauffe-eauDeux chambres (une avec placard intégré)Une chambreUne salle de bain (avec baignoire). Une des chambres, le salon et la cuisine ont accès à un balcon commun.   Il est situé au 1er étage d'un immeuble avec 2 ascenseurs. Très proche des transports en commun: Bus Carris; À 300 m de la gare/station de métro Santa Apolónia. Avec des commerces et services locaux (Cafés, restaurants, supérette, supermarché, pharmacie, CTT, musées, Panteão Nacional, Feira da Ladra, entre autres points d'intérêt touristique). Ne manquez pas cette opportunité et réservez votre visite dès maintenant!    Licença de Utilização - nº 352, de 22/08/1963, CML.",False,renew,False,True,17.0,{},{'typology': 'flat'},"{'subtitle': 'São Vicente, Lisboa', 'title': 'Apartamento na travessa do Açougue'}",False,False,False,False,{},[],False,False,,
34029386,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/e8/2b/2a/277257137.webp,APA_235 (2),15,-1,1250.0,"{'price': {'amount': 1250.0, 'currencySuffix': '€/mês'}}",flat,rent,98.0,1,1,Alfama,Lisboa,Santa Maria Maior,Alfama,pt,38.7103129,-9.1347136,False,https://www.idealista.pt/imovel/34029386/,"Venha conhecer este charmoso apartamento com 1 quarto, na cave de um prédio totalmente reabilitado em 2016. O prédio tem elevador e está localizado na vibrante baixa de Lisboa. Desfrute da comodidade de estar a poucos minutos a pé de distância de diversas opções de transporte, tal como as estações de metro Terreiro do Paço e Rossio, ferry e autocarros. Para além disso, encontra-se a apenas 2 minutos a pé da icónica Praça do Comércio. Características do Imóvel: Hall de entrada acolhedor Sala espaçosa com kitchenette e varanda Quarto interior aconchegante com roupeiro Casa de banho  Se procura um lar acolhedor no coração de Lisboa, este é o lugar ideal para si. Para mais informações ou para agendar uma visita, entre em contacto. Não perca a oportunidade de viver no centro da cidade com todo o conforto e conveniência que merece. Licença de Utilização (LU) nº 352/UT  Categoria Energética: C  ref: APA_235 (2).",False,good,False,True,13.0,{},{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Apartamento'}",False,False,False,False,{},[],False,False,,
34029241,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/19/a5/c2/277255710.webp,124401207-48,12,4,2600.0,"{'price': {'amount': 2600.0, 'currencySuffix': '€/mês'}}",flat,rent,76.0,1,1,rua Lagoa Henriques,Lisboa,Belém,Torre de Belém,pt,38.6938392,-9.2108104,False,https://www.idealista.pt/imovel/34029241/,"Apartamento T1 localizado no condomínio ""Bom Sucesso"", em Belém, junto ao Centro Cultural e ao Padrão dos descobrimentos, em frente ao Passeio maritímo e a respetiva doca. Neste imóvel, com cozinha equipada (SMEG), Ar condicionado, chão radiante, domótica, parqueamento e arrecadação, pode ainda usufruir de uma vista fantástica do Rio, esplanadas, restaurantes, jardins e uma boa rede de transportes públicos que rapidamente o transportam ao centro da cidade. Excelente oportunidade para quem procura, tranquilidade e qualidade de vida! Venha conhecer! T1 located in the ""Bom Sucesso"" condominium, in Belém, next to the Cultural Center and the Monument to the Discoveries, in front of the Passeio Maritímo and the respective dock with the same name! In this apartment, with equipped kitchen (SMEG), air conditioning, underfloor heating, home automation, parking and storage, you can also enjoy a fantastic view of Rio, terraces, restaurants, gardens and a good public transport network that quickly transport you to the city center. Nearby we also have several historical monuments, such as the Belém Tower, the Jerónimos, Navy Museum, Planetarium, Electricity Museum, among others.. . Excellent opportunity for those looking for tranquility and quality of life! Come and see it!",True,good,False,True,34.0,{},{'typology': 'flat'},"{'subtitle': 'Belém, Lisboa', 'title': 'Apartamento na rua Lagoa Henriques'}",False,False,False,False,{},[],False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
33462448,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/e4/07/10/277255382.webp,,18,2,1650.0,"{'price': {'amount': 1650.0, 'currencySuffix': '€/mês'}}",flat,rent,115.0,3,1,Casal Vistoso,Lisboa,Areeiro,Casal Vistoso,pt,38.7420366,-9.132016,False,https://www.idealista.pt/imovel/33462448/,"Areeiro Arrendo Apartamento com 3 quartos mobilados grandes com janelas. Tem dois roupeiro embutidos. Uma casa de banho completa com janela Este apartamento é muito  espaçoso, com muita luz natural com a cozinha totalmente equipada. O apartamento tem acesso a um terraço grande. Arrendo a uma família ou a varios amigos que se juntam para viver juntos. A 5 minutos a pé do metro do Areeiro.",False,good,False,False,14.0,{},{'typology': 'flat'},"{'subtitle': 'Areeiro, Lisboa', 'title': 'Apartamento'}",False,False,False,False,{},[],False,False,,
34023911,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/4f/41/f7/277049731.webp,CLRL420,49,,15000.0,"{'price': {'amount': 15000.0, 'currencySuffix': '€/mês'}}",chalet,rent,245.0,4,4,Restelo,Lisboa,Belém,Restelo,pt,38.699566,-9.2163866,False,https://www.idealista.pt/imovel/34023911/,"MORADIA DE LUXO 600M2 TERRENO | PISINA | 4 QUARTOS | MOBILADA E EQUIPADA Características do Interior Sala de Estar Espaçosa: O rés do chão dispõe de uma luminosa e ampla área de estar e jantar de 50m², equipada com estantes de madeira feitas por medida e iluminadas por LED. Cozinha de Última Geração: Totalmente equipada com eletrodomésticos topo de gama da BOSCH, a cozinha oferece amplo espaço de arrumação e acabamentos modernos, perfeita para qualquer amante da culinária. Arrumação Conveniente: Um grande roupeiro neste piso proporciona bastante espaço para casacos, enquanto um armário inteligente para sapatos, situado debaixo da escada, mantém tudo organizado. Destaques do Primeiro Andar Uso Flexível dos Quartos: Um dos quartos foi deixado sem mobília, oferecendo a oportunidade perfeita para um escritório ou um espaço personalizado. Este quarto desfruta de vistas deslumbrantes para o rio e partilha uma moderna casa de banho “Jack and Jill” com um quarto adjacente. Ambos os quartos incluem roupeiros embutidos. Suite Principal Luxuosa: O quarto principal, com quase 30m², dispõe de um closet personalizado e uma casa de banho privativa projetada para máximo conforto, equipada com banheira, duche walk-in e lavatórios duplos. Características Adicionais Suite na Cave: Ideal para funcionários residentes, convidados ou um jovem em busca de independência, a cave inclui um quarto privado, casa de banho privativa e uma entrada separada para maior privacidade. Refúgio no Terraço: Acessível por uma escada exterior, o terraço conta com um encantador estúdio no sótão, proporcionando flexibilidade adicional para um espaço de trabalho, quarto de hóspedes ou um refúgio criativo. Espaço Exterior: O amplo terreno de 600m² apresenta um jardim paisagístico deslumbrante e uma piscina refrescante—perfeitos para reuniões familiares ou para receber convidados. Licença de construção / utilização: 76.",False,good,False,,61.0,{},"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Belém, Lisboa', 'title': 'Moradia independente'}",True,False,False,False,{},[],False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
34029277,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/f1/54/87/277251072.webp,122584_040325,20,4,1650.0,"{'price': {'amount': 1650.0, 'currencySuffix': '€/mês'}}",flat,rent,50.0,1,1,avenida Defensores de Chaves,Lisboa,Arroios,São Jorge de Arroios,pt,38.7354215,-9.1435157,False,https://www.idealista.pt/imovel/34029277/,"Disponível em: 01/04/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Aviso de cancelamento: 2 meses Apartamento com 1 quarto1 casa de banho. A sala é equipada com ar condicionado para garantir um ambiente fresco e agradável durante todo o ano. A cozinha está totalmente equipada para atender às suas necessidades culinárias, incluindo uma máquina de lavar loiça e roupa. Equipado com fogão, forno e microondas e frigorifico. Localizado no Saldanha próximo a comércios, transportes públicos e outras conveniências.",False,good,False,True,33.0,{},{'typology': 'flat'},"{'subtitle': 'Saldanha - Picoas, Lisboa', 'title': 'Apartamento na avenida Defensores de Chaves'}",False,False,False,False,{},[],False,False,,Saldanha - Picoas
34029255,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/62/2d/3c/277250636.webp,183637_070225,21,bj,1300.0,"{'price': {'amount': 1300.0, 'currencySuffix': '€/mês'}}",flat,rent,58.0,1,1,rua Azedo Gneco,Lisboa,Campo de Ourique,Centro,pt,38.7152235,-9.166819,False,https://www.idealista.pt/imovel/34029255/,"Disponível em: 04/03/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. PT Apartamento com garagem remodelado a estrear no coração de Campo de Ourique, situado junto ao mercado e à igreja. Com exposição solar a Este, proporciona luz natural ao longo de todo o dia através de janelas amplas. O apartamento é arrendado mobilado. Inclui ainda box de garagem com lugar para um carro e mota, uma mais-valia no bairro de Campo de Ourique. É também a única fração do prédio com acesso direto ao terraço comum. Não se aceitam animais de estimação EN Newly refurbished apartment with garage in the heart of Campo de Ourique, next to the market and the church. With sun exposure to the east, it provides natural light throughout the day through large windows. The apartment is rented furnished. It also includes a garage box with space for one car and a motorcycle, an asset in the Campo de Ourique neighborhood. It is also the only apartment in the building with direct access to the communal terrace. Pets NOT allowed.",False,good,False,False,22.0,{},{'typology': 'flat'},"{'subtitle': 'Campo de Ourique, Lisboa', 'title': 'Apartamento na rua Azedo Gneco'}",False,False,False,False,{},[],False,False,,
